County_Name,State_Name,year,AQI,PRESS,TEMP,RH_DP,NO,CO,so2,Ozone,PM10,WIND,LEAD,Disasters_By_Count
JESSAMINE,KENTUCKY,2009,32.11,320.95214,56.17,56.17,12.81,0.73,2.96,0.03,23.230241,97.560398,0.124122,3
KENNEBEC,MAINE,2001,34.27,110.04,55.149074,110.04,12.81,0.73,4.19,0.03,20.97,110.04,0.13,4
KEWAUNEE,WISCONSIN,2003,48.98,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,4
KLICKITAT,WASHINGTON,2002,33.1,320.95214,53.98,61.05,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,1
KNOX,OHIO,2001,60.21,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,7
'LA CROSSE',WISCONSIN,1980,36.53,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
LAFAYETTE,LOUISIANA,1988,48.32,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
LAKE,INDIANA,2003,66.79,994.59,48.64,241.75,17.94,0.91,3.16,0.03,28.1,97.560398,0.02,20
LAWRENCE,TENNESSEE,2006,44.68,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,30
LEE,FLORIDA,2008,37.56,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,16.8,97.560398,0.13,16
LEHIGH,PENNSYLVANIA,2001,61.08,320.95214,55.149074,156.735362,13.88,0.46,5.37,0.04,20.23,97.560398,0.13,13
LENOIR,'NORTH CAROLINA',1999,54.5,320.95214,61.64,66.08,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,17
LOUDOUN,VIRGINIA,1998,64.62,320.95214,55.149074,156.735362,12.45,0.73,4.19,0.04,23.230241,97.560398,0.124122,16
LUCAS,OHIO,1985,67.03,320.95214,55.149074,156.735362,12.81,1.06,8.29,0.02,26.2,97.560398,0.09,8
LYON,NEVADA,2018,42.87,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,13
MACOMB,MICHIGAN,2002,44.42,100.84,49.18,82.82,12.81,0.15,1.62,0.03,23.230241,100.84,0.124122,15
MACON,ILLINOIS,2005,47.3,98.15,55.149074,98.15,12.81,0.73,3.75,0.03,23.230241,98.15,0.124122,13
MACON,'NORTH CAROLINA',2000,45.59,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,4
MADISON,ALABAMA,1993,51.87,320.95214,55.149074,156.735362,12.62,0.55,4.26,0.03,22.69,97.560398,0.13,5
MARICOPA,ARIZONA,2018,76.74,89.86,74.98,88.53,17.16,0.36,0.8,0.04,34.4,89.86,0.02,229
MARION,OREGON,2008,33.38,131.91,61.41,116.7,12.81,0.73,4.19,0.02,23.230241,131.91,0.124122,3
MCKENZIE,'NORTH DAKOTA',1995,23.38,320.95214,41.99,41.99,12.81,0.73,0.44,0.04,23.230241,97.560398,0.124122,11
MCLENNAN,TEXAS,2017,38.62,89.48,68.44,82.46,2.28,0.18,0.34,0.03,23.230241,89.48,0.124122,19
MEDINA,OHIO,1985,42.51,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
MERRIMACK,'NEW HAMPSHIRE',1994,49.02,320.95214,55.149074,156.735362,12.81,0.73,4.11,0.02,10.79,97.560398,0.13,3
MERRIMACK,'NEW HAMPSHIRE',2018,23.03,103.32,49.18,85.26,12.81,0.73,0.74,0.03,23.230241,103.32,0.124122,35
MILWAUKEE,WISCONSIN,1998,56.01,1014.21,51.08,328.61,18.06,0.47,3.84,0.03,24.76,97.560398,0.13,9
MINNEHAHA,'SOUTH DAKOTA',2013,45.25,96.93,35.62,80.29,5.37,0.18,0.55,0.04,20.06,96.93,0.13,10
MONONGALIA,'WEST VIRGINIA',2012,35.44,320.95214,55.149074,156.735362,12.81,0.73,2.08,0.04,23.85,97.560398,0,13
MONTGOMERY,IOWA,2013,43.9,399.1,48.52,264.6,12.81,0.73,4.19,0.03,16.74,103.6,0.13,6
MONTGOMERY,MARYLAND,2011,48.96,401.71,56.17,264.01,12.81,0.73,4.19,0.03,23.230241,102.29,0.124122,38
MUSCOGEE,GEORGIA,1984,48.09,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.85,97.560398,0.21,3
'NEW CASTLE',DELAWARE,2007,62.45,320.95214,55.149074,156.735362,15.86,0.31,3.76,0.03,22.73,97.560398,0.01,15
'NEW HANOVER','NORTH CAROLINA',2004,42.73,320.95214,55.149074,156.735362,12.81,0.76,4.75,0.03,23.230241,97.560398,0.124122,11
NIAGARA,'NEW YORK',2015,37.32,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
NUECES,TEXAS,2006,48.5,76.08,73.84,75.36,12.81,0.73,0.7,0.03,25.3,76.08,0.13,25
OAKLAND,MICHIGAN,1984,44.57,320.95214,55.149074,156.735362,8.52,0.73,5.36,0.02,23.85,97.560398,0.15,4
OAKLAND,MICHIGAN,2000,31.31,395.42,50.81,309.27,12.81,0.18,4.19,0.03,23.230241,95.99,0.124122,38
OLIVER,'NORTH DAKOTA',2003,35.64,320.95214,42.01,42.01,2.18,0.73,1.88,0.03,23.230241,97.560398,0.124122,3
OLMSTED,MINNESOTA,2012,42.14,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,15
ORANGE,CALIFORNIA,2000,70.92,83.74,64.65,82.16,26.16,0.78,1.85,0.02,33.24,98.23,0.13,23
ORANGE,'NEW YORK',1995,57.08,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.85,97.560398,0.05,24
'PALM BEACH',FLORIDA,1986,33.42,320.95214,55.149074,156.735362,11.34,0.61,1.23,0.02,23.85,97.560398,0.06,6
PASCO,FLORIDA,2002,43.95,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,11
PERRY,PENNSYLVANIA,1990,41.42,320.95214,55.149074,156.735362,6.38,0.73,3.63,0.02,18.46,97.560398,0.13,2
PHILADELPHIA,PENNSYLVANIA,2016,53.04,92.74,57.89,69.66,13.47,0.3,1.41,0.03,22.89,92.74,0.01,18
POLK,WISCONSIN,1991,35,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
'PRINCE WILLIAM',VIRGINIA,2018,29.63,320.95214,55.149074,156.735362,3,0.73,4.19,0.03,23.230241,97.560398,0.124122,92
RANDALL,TEXAS,2018,47.43,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,22
'SAN MATEO',CALIFORNIA,2018,42.46,320.95214,55.149074,156.735362,10.53,0.41,4.19,0.02,23.230241,97.560398,0.124122,12
SANGAMON,ILLINOIS,1981,64.57,99.73,55.149074,99.73,12.81,1.84,10.06,0.02,23.85,99.73,0.2,3
'SANTA CLARA',CALIFORNIA,2000,54.48,320.95214,55.149074,156.735362,25.1,0.95,4.19,0.02,23.01,97.560398,0.01,1
SCHENECTADY,'NEW YORK',2009,30.73,411.5,48.81,272,12.81,0.33,2.62,0.02,23.230241,114.9,0.124122,18
SEVIER,TENNESSEE,2003,61.09,324.36,47.62,210.7,12.81,0.73,4.19,0.05,23.230241,108.57,0.124122,15
SPARTANBURG,'SOUTH CAROLINA',1994,43.89,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.29,97.560398,0.01,25
'ST. JAMES',LOUISIANA,2013,33.82,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,1
STEARNS,MINNESOTA,2014,34.83,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
SWAIN,'NORTH CAROLINA',2005,44.79,320.95214,55.71,60.89,12.81,0.73,4.19,0.02,18.61,97.560398,0.13,2
SWEETWATER,WYOMING,2007,51.34,701.29,43.41,252.18,6.63,0.73,0.56,0.04,18.55,196.76,0.13,3
TULSA,OKLAHOMA,1984,82.79,320.95214,52.66,52.66,14.24,0.82,13.08,0.03,23.230241,97.560398,0.124122,11
VANDERBURGH,INDIANA,2003,55.78,320.95214,52.59,52.59,10.59,0.82,2.83,0.04,26.13,97.560398,0,7
VERNON,WISCONSIN,1997,31.14,320.95214,44.62,39.19,12.81,0.73,4.19,0.04,14.95,97.560398,0.13,13
WASHINGTON,OHIO,2012,52.66,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.85,97.560398,0,12
WASHTENAW,MICHIGAN,1988,69.69,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.85,97.560398,0.02,11
WESTCHESTER,'NEW YORK',1994,38.8,402.73,51.08,266.35,12.81,0.73,4.19,0.02,20.42,99.8,0.04,5
YUMA,ARIZONA,1983,26.51,320.95214,55.149074,156.735362,12.81,0.55,4.19,0.04,23.230241,97.560398,0.124122,4
ABBEVILLE,'SOUTH CAROLINA',1992,40.91,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
ADAMS,MISSISSIPPI,1992,40.08,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
ALLEN,INDIANA,2017,43.37,348.72,52.63,202.93,12.81,0.73,4.19,0.03,23.230241,102.18,0.124122,24
ARCHULETA,COLORADO,2018,38.73,320.95214,47.55,48.31,2.23,0.73,0.99,0.03,18.25,97.560398,0.13,4
BEAVER,PENNSYLVANIA,2014,49.06,320.95214,55.149074,156.735362,10.42,0.73,1.92,0.03,18.4,97.560398,0.02,22
BENZIE,MICHIGAN,2013,44.07,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,1
BLAIR,PENNSYLVANIA,2012,50.94,320.95214,55.149074,156.735362,12.81,0.73,2.66,0.03,14.51,97.560398,0.13,8
BOULDER,COLORADO,2008,52.27,320.95214,55.149074,156.735362,12.81,0.46,4.19,0.04,20.67,97.560398,0.13,6
BULLITT,KENTUCKY,1985,43.64,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,3
BULLITT,KENTUCKY,1996,42.53,320.95214,58.96,58.96,13.01,0.73,4.19,0.03,23.35,97.560398,0.13,8
BULLITT,KENTUCKY,2018,40.59,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,23
CAMDEN,'NEW JERSEY',2016,49.95,1016.32,57.59,376.68,12.23,0.16,0.16,0.03,39.2,97.560398,0.13,45
CAMDEN,'NORTH CAROLINA',2004,46.33,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
CAMERON,TEXAS,1997,31.4,86.11,72.66,81.72,12.81,0.28,0,0.02,26.77,86.11,0.01,3
CARROLL,INDIANA,2006,48.69,110.81,52.11,72.14,12.81,0.73,4.19,0.03,23.230241,110.81,0.124122,14
CASS,MICHIGAN,1980,52.6,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
CHEMUNG,'NEW YORK',1986,35.95,320.95214,55.149074,156.735362,12.81,0.73,5.41,0.02,23.230241,97.560398,0.124122,1
CHEROKEE,OKLAHOMA,2013,40.51,320.95214,58.12,61.81,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,8
CHEROKEE,'SOUTH CAROLINA',2001,50.37,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,13
CHITTENDEN,VERMONT,2008,41.66,393.08,47.01,260.28,10.47,0.39,4.19,0.03,8.32,92.74,0.13,13
CLAIBORNE,TENNESSEE,2000,51.81,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,13
CLARK,NEVADA,1987,64.3,320.95214,55.149074,156.735362,24.28,2.34,4.19,0.03,39.58,97.560398,0.13,6
CLARK,OHIO,1994,52.03,320.95214,55.149074,156.735362,12.81,0.73,5.89,0.03,23.230241,97.560398,0.124122,4
'CONTRA COSTA',CALIFORNIA,1983,54.1,320.95214,55.149074,156.735362,18.98,0.91,0.62,0.02,23.85,97.560398,0.2,2
CUMBERLAND,'NEW JERSEY',2011,40.98,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,24
CUMBERLAND,'NORTH CAROLINA',1987,49.82,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,31.87,97.560398,0.13,7
DAVIESS,KENTUCKY,2009,46.48,320.95214,59.62,59.62,5.39,0.73,1.62,0.03,23.230241,97.560398,0.124122,18
DODGE,WISCONSIN,1982,52.64,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,5
DOUGLAS,GEORGIA,2010,51.36,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,13
DOUGLAS,NEBRASKA,2003,49.49,320.95214,55.149074,156.735362,12.81,0.5,0.35,0.03,34.6,97.560398,0.13,9
DOUGLAS,NEBRASKA,2017,45.79,389.5,54.51,256.92,12.81,0.28,0.79,0.03,21.11,96.83,0,53
EFFINGHAM,ILLINOIS,2012,52.83,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,10
'EL PASO',COLORADO,1987,48.1,320.95214,55.149074,156.735362,12.81,1.52,4.19,0.02,30.8,97.560398,0.04,15
ETOWAH,ALABAMA,1982,60.92,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.85,97.560398,0.24,1
FANNIN,GEORGIA,1995,44.45,320.95214,55.149074,156.735362,12.81,0.73,2.75,0.03,23.230241,97.560398,0.124122,2
FAUQUIER,VIRGINIA,2006,46.04,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,14
FLATHEAD,MONTANA,2010,43.73,77.33,41.5,67.96,12.81,0.73,4.19,0.02,17.81,77.33,0.13,5
FLOYD,INDIANA,1997,54.01,990.93,54.54,430.98,12.81,0.73,5.5,0.03,23.230241,97.560398,0.124122,4
'FOND DU LAC',WISCONSIN,1984,47.78,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,4
FORSYTH,'NORTH CAROLINA',1998,64.94,86.89,60.11,70.1,15.63,0.72,4.49,0.04,24.36,86.89,0.13,16
FREDERICK,MARYLAND,2010,56.11,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,33
GRAHAM,'NORTH CAROLINA',2008,53.63,320.95214,47.48,60.07,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,9
GREENE,INDIANA,2012,50.84,94.16,55.149074,94.16,12.81,0.73,4.19,0.04,23.230241,94.16,0.124122,5
HAMILTON,'NEW YORK',2018,34.08,797.72,44.1,294.55,12.81,0.73,0.03,0.03,23.230241,97.560398,0.124122,5
HAMPDEN,MASSACHUSETTS,1981,75.19,320.95214,56.92,56.92,24.32,1,9.58,0.02,23.85,97.560398,0.28,1
HAMPDEN,MASSACHUSETTS,2017,41.29,1006.81,50.58,373.87,8.63,0.22,0.6,0.03,11.52,97.560398,0.13,45
HANCOCK,MAINE,2010,40.19,103.86,46.74,82.62,12.81,0.15,0.14,0.04,6.2,103.86,0.13,10
HANCOCK,'WEST VIRGINIA',1989,117.51,320.95214,55.149074,156.735362,17.85,0.73,29.95,0.02,44.17,97.560398,0.05,1
HANOVER,VIRGINIA,1989,62.04,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,3
HARRISON,MISSISSIPPI,2003,54.45,320.95214,55.149074,156.735362,12.81,0.73,1.05,0.03,23.230241,97.560398,0.124122,5
HENDERSON,KENTUCKY,2002,56.64,320.95214,55.149074,156.735362,16.31,0.73,5.06,0.03,21.14,97.560398,0.13,12
HOLMES,FLORIDA,1996,35.17,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,2
JACKSON,MISSISSIPPI,1990,53.9,320.95214,55.149074,156.735362,12.81,0.73,6.04,0.04,23.230241,97.560398,0.124122,5
JASPER,INDIANA,1990,33.03,320.95214,51.17,45.51,9.39,0.73,6.42,0.04,30.53,97.560398,0.13,1
JEFFERSON,ALABAMA,2001,88,320.95214,55.149074,156.735362,12.81,1.21,4.08,0.02,32.31,97.560398,0.13,29
JEFFERSON,OHIO,1995,71.78,987.31,52.32,365.47,19.95,0.73,11.03,0.03,32.37,97.560398,0.13,9
KEWAUNEE,WISCONSIN,1988,60.18,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,1
KEWAUNEE,WISCONSIN,2008,40.09,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,4
KOOCHICHING,MINNESOTA,1992,32.95,97.4,37.95,65.27,12.81,0.73,4.19,0.03,23.230241,97.4,0.124122,5
LAFOURCHE,LOUISIANA,2012,42.88,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
LAKE,MINNESOTA,2016,24.04,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,11.13,97.560398,0.13,11
LENOIR,'NORTH CAROLINA',2011,40.38,92.55,62.72,77.26,12.81,0.73,4.19,0.03,23.230241,92.55,0.124122,15
LEON,FLORIDA,1989,36.81,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,6
LINN,KANSAS,2003,47.6,396.66,57.22,262.41,4.05,0.12,0.57,0.03,23.230241,93.3,0.124122,14
LINN,KANSAS,2004,37.69,390.79,57.28,261.34,3.06,0.26,0.98,0.03,23.230241,93.4,0.124122,1
LIVINGSTON,KENTUCKY,2009,29.62,320.95214,55.23,55.23,12.81,0.73,0.86,0.03,23.230241,97.560398,0.124122,6
LUZERNE,PENNSYLVANIA,1985,54.13,320.95214,55.149074,156.735362,19,1.03,10.91,0.03,33.19,97.560398,0.1,11
LUZERNE,PENNSYLVANIA,2014,34.78,320.95214,55.149074,156.735362,12.81,0.73,0.77,0.03,14.1,97.560398,0.02,8
MACON,ILLINOIS,1980,55.41,98.46,55.149074,98.46,12.81,0.73,9.81,0.03,23.85,98.46,0.29,4
MADISON,ILLINOIS,2015,46.66,320.95214,55.149074,156.735362,12.81,0.73,1.24,0.03,30.37,97.560398,0.02,10
MARATHON,WISCONSIN,1991,33.6,320.95214,31.18,31.18,12.81,0.73,5.42,0.03,23.230241,97.560398,0.124122,6
MARATHON,WISCONSIN,2007,41.94,320.95214,45.1,45.1,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,23
MASON,MICHIGAN,2004,46.07,94.89,46.06,78.61,12.81,0.73,4.19,0.03,23.230241,94.89,0.124122,2
MOBILE,ALABAMA,1996,60.65,320.95214,55.149074,156.735362,12.81,0.73,8.7,0.02,22.49,97.560398,0.13,23
MONONGALIA,'WEST VIRGINIA',2016,27.16,320.95214,55.149074,156.735362,12.81,0.73,0.44,0.03,23.230241,97.560398,0.124122,13
MURRAY,GEORGIA,2018,31.16,119.86,57.26,94.48,12.81,0.73,4.19,0.04,23.230241,119.86,0.124122,8
MUSCOGEE,GEORGIA,1997,40.08,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,26.37,97.560398,0.36,9
MUSCOGEE,GEORGIA,2014,41.82,798.27,63.09,341.88,12.81,0.73,4.19,0.03,23.230241,85.53,0.124122,8
OHIO,'WEST VIRGINIA',1980,56.55,320.95214,55.149074,156.735362,6.58,1.15,14.23,0.02,23.230241,97.560398,0.124122,3
OKLAHOMA,OKLAHOMA,1995,55.13,320.95214,55.149074,156.735362,12.03,1.13,2.25,0.03,21.1,97.560398,0,19
OLMSTED,MINNESOTA,2010,45.12,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,39
OUACHITA,LOUISIANA,2017,34.85,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,11
PERRY,KENTUCKY,2016,42.23,83.52,60.02,75.68,12.81,0.73,4.19,0.02,23.230241,83.52,0.124122,6
PICKENS,'SOUTH CAROLINA',2013,37.83,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,18
PLATTE,MISSOURI,1995,40.82,320.95214,55.149074,156.735362,7.57,0.73,1.15,0.03,23.230241,97.560398,0.124122,9
POSEY,INDIANA,2014,44.8,397.01,54.65,244.22,12.81,0.73,4.19,0.03,23.230241,93.85,0.124122,12
RICHLAND,'SOUTH CAROLINA',1982,51.79,320.95214,55.149074,156.735362,8.56,0.97,1.05,0.02,23.85,97.560398,0.4,4
RICHMOND,'NEW YORK',1989,56.28,320.95214,55.149074,156.735362,12.81,0.73,10.13,0.03,28.57,97.560398,0.13,1
'RIO BLANCO',COLORADO,2017,46.26,331.46,48.64,219.03,0.92,0.73,4.19,0.04,23.230241,88.89,0.124122,9
SAGADAHOC,MAINE,2009,35.62,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,1
'SAN JUAN',UTAH,2008,51.42,95.57,53.21,70.56,12.81,0.73,4.19,0.05,23.230241,95.57,0.124122,1
'SANTA CLARA',CALIFORNIA,1996,53.95,320.95214,55.149074,156.735362,25.12,1.13,4.19,0.02,21.58,97.560398,0.01,1
SHELBY,ALABAMA,1997,43.07,320.95214,55.149074,156.735362,11.72,0.73,4.19,0.03,26.82,97.560398,0.13,10
SHELBY,TENNESSEE,2017,44.11,398.23,63.2,264.67,10.17,0.24,0.3,0.03,17.42,83.43,0.13,41
'ST. MARTIN',LOUISIANA,2015,37.17,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,9
'ST. MARY',LOUISIANA,1999,45.31,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,12
TULSA,OKLAHOMA,2000,65.91,320.95214,55.149074,156.735362,12.31,0.71,5.04,0.03,24.07,97.560398,0.13,33
TUSCALOOSA,ALABAMA,1982,56.38,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
UMATILLA,OREGON,2009,39.96,355.63,51.54,281.46,12.81,0.73,4.19,0.03,18.6,108.08,0.13,10
VENTURA,CALIFORNIA,1991,102.7,320.95214,55.149074,156.735362,13.37,0.59,0.59,0.04,35.68,97.560398,0.02,1
WABASH,INDIANA,1992,41.04,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,2
WARREN,IOWA,1998,35.82,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,23
WARREN,IOWA,2006,40.43,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,29
WAYNE,MICHIGAN,1988,89.64,320.95214,55.149074,156.735362,22.26,0.95,9.8,0.03,39.6,97.560398,0.06,4
WAYNE,'NEW YORK',2011,26.21,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.02,23.230241,97.560398,0.124122,17
WEBER,UTAH,1989,58.33,88.46,55.149074,88.46,20.2,1.75,4.19,0.04,35.07,88.46,0.13,1
'WHITE PINE',NEVADA,2018,47.92,95.31,49.64,70.7,12.81,0.73,4.19,0.04,23.230241,95.31,0.124122,1
WOOD,'WEST VIRGINIA',2018,29.62,320.95214,55.149074,156.735362,12.81,0.73,1.63,0.03,23.230241,97.560398,0.124122,5
YANCEY,'NORTH CAROLINA',2012,49.29,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,8
ADAMS,ILLINOIS,1988,53.96,104.6,55.149074,104.6,12.81,0.73,7.62,0.03,23.230241,104.6,0.124122,3
ADAMS,ILLINOIS,1995,44.56,102.59,55.149074,102.59,12.81,0.73,4.44,0.03,23.09,102.59,0.13,4
ADAMS,ILLINOIS,2009,35.05,94.06,55.149074,94.06,12.81,0.73,4.19,0.03,23.230241,94.06,0.124122,18
ALLEN,INDIANA,1983,56.26,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.85,97.560398,0.25,3
APACHE,ARIZONA,1991,43.74,99.11,52.44,65.84,12.81,0.73,4.19,0.04,23.230241,99.11,0.124122,1
AVERY,'NORTH CAROLINA',2018,38.84,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,3
BELL,KENTUCKY,2012,48.75,320.95214,56.94,58.68,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,27
BENZIE,MICHIGAN,2006,45.82,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
BERNALILLO,'NEW MEXICO',2017,55.66,594.71,60.18,224.63,10.39,0.21,0.41,0.04,26.96,101.59,0,14
BILLINGS,'NORTH DAKOTA',1999,36.38,112.17,45.73,80.97,12.81,0.73,0.52,0.04,23.230241,112.17,0.124122,3
BOYD,KENTUCKY,2011,42.72,320.95214,58.83,58.83,8.87,0.73,1.32,0.03,27.66,97.560398,0,28
BREMER,IOWA,2000,44.44,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,5
BROWN,INDIANA,2015,38.85,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,7
CASS,MISSOURI,2005,50.49,87.48,80.31,85.6,12.81,0.73,4.19,0.04,23.230241,87.48,0.124122,18
CHRISTIAN,KENTUCKY,2000,56.57,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,13
CLERMONT,OHIO,1983,60.18,320.95214,55.149074,156.735362,12.81,0.73,9.72,0.02,23.230241,97.560398,0.124122,4
CLEVELAND,OKLAHOMA,1993,32.68,320.95214,55.149074,156.735362,9.49,0.54,4.19,0.02,22.28,97.560398,0.13,6
CLINTON,MICHIGAN,1994,47.83,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,12
COLLIN,TEXAS,2008,45.81,90.11,65.45,81.89,12.81,0.73,4.19,0.04,23.85,90.11,0.38,38
CRITTENDEN,ARKANSAS,1991,41.19,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,25.22,97.560398,0.13,2
CULBERSON,TEXAS,1991,30.03,320.95214,55.149074,48.58,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,2
DAKOTA,MINNESOTA,1987,69.66,320.95214,55.65,55.65,12.81,0.73,13.68,0.03,23.85,97.560398,1.03,10
DALLAS,TEXAS,1994,51.66,95.47,63.16,83.04,16.12,1.24,3.91,0.03,24.81,95.47,0.04,62
DELAWARE,PENNSYLVANIA,2000,52.84,320.95214,55.149074,156.735362,17.89,0.73,7.51,0.03,22.14,97.560398,0.04,14
DOOR,WISCONSIN,2003,44.74,320.95214,44.93,44.93,12.81,0.73,4.19,0.04,23.230241,97.560398,0.124122,6
DOUGLAS,COLORADO,2015,49.01,91.64,50.77,78.01,12.81,0.73,4.19,0.04,23.230241,91.64,0.124122,26
DOUGLAS,KANSAS,2004,35.3,320.95214,55.149074,156.735362,12.81,0.73,4.19,0.03,23.230241,97.560398,0.124122,26
DOUGLAS,NEVADA,1987,54.59,320.95214,55.149074,156.735362,12.81,1.49,4.19,0.04,23.230241,97.560398,0.124122,1
DUTCHESS,'NEW YORK',1989,39.25,320.95214,55.149074,156.735362,12.81,0.73,8.43,0.02,23.230241,97.560398,0.124122,13
'EL DORADO',CALIFORNIA,2002,78.59,245.69,50.44,169.26,7.08,0.28,4.19,0.04,14.43,87.56,0.13,1
